Temperature_sat,Pressure_sat,Density_liq,Density_vap,SpecificHeat_liq,SpecificHeat_vap,SoundVel_liq,SoundVel_vap,LatentHeat_liqvap,ThConduc_liq,ThConduc_vap,EleConduc_liq,EleConduc_vap,RelPermittivity_liq,RelPermittivity_vap,ViscosityDyn_liq,ViscosityDyn_vap,Surface_tension,Enthalpy_liq,Enthalpy_vap,Entropy_liq,Entropy_vap
263.15,30356.71330137005,1343.6899341704025,1.84381315709381,1162.839908145183,747.161960811406,824.6761627097438,133.48622240346137,208325.18226723187,0.09352975668192227,0.007788798060328005,,,,,0.0007337445059776925,9.746467150599428e-06,0.01923923669386811,219857.87435354484,428183.0566207767,1081.8556068353278,1873.5150492340824
268.9394736842105,39829.566109959786,1330.7571954389427,2.3768433685175334,1171.1075144402323,759.6684246320071,801.3275620922606,134.40979216788412,205605.9510817898,0.0917089871189572,0.008258171998272779,,,,,0.0006753080674915142,9.968432544743431e-06,0.01843294982169043,226617.8994259496,432223.8505077394,1107.239011174155,1871.7454194941654
274.728947368421,51550.685119552654,1317.6659015893501,3.025708294971017,1179.5279621398051,772.3672351810129,778.1508285301453,135.2437991008568,202848.0494675596,0.08990230787518723,0.008729068294011376,,,,,0.0006232730254286702,1.0190900963197039e-05,0.017634242908961907,233427.0214506,436275.0709181596,1132.2558829695938,1870.612912363854
280.51842105263154,65882.77016909757,1304.4014169893362,3.807467758905109,1188.1320792187712,785.3261808404307,755.1279806021744,135.9819281986694,200044.60502336657,0.0881105270215956,0.009201873727562386,,,,,0.0005766644232501259,1.0413945847646782e-05,0.016843308530659705,240286.2880241481,440330.89304751466,1156.9241560615437,1870.0488210040783
286.30789473684206,83216.79357963981,1290.948268153063,4.74057461976242,1196.956083048996,798.6125461786241,732.2422559115181,136.61780960399935,197188.73992149203,0.08633393028151545,0.009676987490577726,,,,,0.0005346913927878375,1.0637683998735652e-05,0.01606035134892998,247196.92660623186,444385.6665277239,1181.2611857537884,1869.9908489813304
292.09736842105264,103970.81167145108,1277.289951883548,5.844955856376913,1206.0418362530404,812.2936828300572,709.4778341506604,137.14498646784446,194273.52836887844,0.08457246885813269,0.01015482151612262,,,,,0.0004967066950437789,1.086228516261326e-05,0.015285589357732722,254160.3692834122,448433.89765229065,1205.283877959454,1870.3824011643483
297.88684210526316,128588.65079295903,1263.4087105004246,7.142127154288075,1215.4373959901243,826.4380423369502,686.8195329105567,137.5568717760917,191291.93512272072,0.08282610493361627,0.010635815403219452,,,,,0.0004621761944598114,1.1087983164097537e-05,0.014519255309658467,261178.27834279928,452470.21346552,1229.0088082345728,1871.171898657764
303.6763157894737,157538.54202913964,1249.285266676427,8.655349867273147,1225.1978910516702,841.1167241060783,664.2524863920739,137.84669551505257,188236.73408744275,0.08109508426747826,0.011120459300032201,,,,,0.0004306555871226653,1.1315088952168874e-05,0.013761598360137102,268252.57408405707,456489.3081714998,1252.452336346702,1872.312115658366
309.4657894736842,191311.77826411958,1234.8985082234328,10.409840978136275,1235.3867785566708,856.4056108624694,641.7618141561254,138.00744309596905,185100.40586256032,0.07938002218571309,0.011609316046300206,,,,,0.0004017724856777637,1.154400609137435e-05,0.013012885972866171,275385.4664059286,460485.8722684889,1275.6307215951929,1873.7595363419368
315.2552631578947,230421.46565888135,1220.2251103119206,12.43304919034539,1246.077557492805,872.3881976714467,619.3322844267379,138.0317854172233,181875.0125846464,0.07768181537903722,0.012103037163626585,,,,,0.0003752125012513849,1.177524946161638e-05,0.012273406141473597,282579.49187908584,464454.50446373224,1298.5602439458162,1875.4737291095994
321.04473684210524,275401.4395494618,1205.2390787933793,14.755013842057,1257.356052995144,889.1592740244334,596.9479741239232,137.9120003727231,178552.04746990622,0.0760014713193999,0.012602373975610356,,,,,0.00035070833667387463,1.2009468240634408e-05,0.011543469997131194,289837.55829186994,468389.60576177615,1321.257336212307,1877.4167338906466
326.83421052631576,326805.4128303069,1189.9111931059422,17.408828392303082,1269.3234383111544,906.8297000156617,574.5919255850542,137.63988506251872,175122.2550440483,0.0743399611461512,0.013108192042962048,,,,,0.0003280311685435332,1.2247474672715367e-05,0.010823414891379926,297162.9990710212,472285.2541150695,1343.738733082513,1879.5524557709707
332.6236842105263,385206.4238403128,1174.2083200544612,20.431237452393553,1282.1002394141083,925.5326409274059,552.2457976218409,137.20665746648285,171575.41601611546,0.07269816263178777,0.013621501211444812,,,,,0.00030698378293052373,1.2490280728327314e-05,0.010113608069743547,304559.64059615735,476135.0566122728,1366.0216438600721,1881.8460549309368
338.41315789473686,451196.6514070891,1158.0925596140075,23.86340674155444,1295.8316842793986,945.4318122378514,529.8895058762096,136.60284594223515,167900.08789854194,0.07107689696828703,0.014143513441893242,,,,,0.0002873950639578085,1.2739145619357624e-05,0.009414451087637903,312031.8863353269,479931.9742338688,1388.1239575552972,1884.2633185158647
344.2026315789474,525387.6679856323,1141.520169325551,27.751920518331975,1310.694938531713,966.7325774094079,507.500844002247,135.81816465144917,164083.2884435458,0.06947700944237539,0.014675737173830063,,,,,0.0002691155317037888,1.2995638393386609e-05,0.00872638516989777,319584.82307031855,483668.11151386437,1410.064491704108,1886.7699941892388
349.9921052631579,608411.209004438,1124.4401924680303,32.150083497647294,1326.909052005503,989.6971997450901,485.0550724627669,134.8413729736683,160110.1031760609,0.06789942351334435,0.015220113684444573,,,,,0.0002520136964030798,1.326172171683738e-05,0.008049897785485366,327224.35647941416,487334.45965547505,1431.8633005001316,1889.3310569675957
355.7815789473684,700920.5492409517,1106.7926831324241,37.119638113189055,1344.7488982100876,1014.6662937013558,462.5244548474913,133.6601172447234,155963.18979643338,0.06634511788949522,0.015779202788228072,,,,,0.00023597304689010768,1.3539865853072738e-05,0.007385530809871433,334957.3863704852,490920.57616691856,1453.5420642885895,1891.9098692150653
361.57105263157894,803592.5975636968,1088.5063720792887,42.73306010056848,1364.5651510096334,1042.0897626036624,439.87771125129086,132.26075393622983,151622.13938611653,0.06481502611947451,0.016356437376062554,,,,,0.00022088952728180428,1.383320640167263e-05,0.006733890795672302,342792.0365306477,494414.17591676424,1475.124592547047,1894.4671762040728
367.36052631578946,917130.8531082015,1069.4955395185852,49.076677624351916,1386.8136561533256,1072.5726486428998,417.0793421685695,130.6281549512001,147062.63438235899,0.06330991271177053,0.01695649209494971,,,,,0.00020666937972818096,1.4145766741852876e-05,0.006095662094627066,350737.9615643044,497800.5959466634,1496.637488544999,1896.9598526738591
373.15,1042269.4140559507,1049.6557343340407,56.254992750956234,1412.0999041951654,1106.9451407434337,394.0887507553437,128.74549845283403,142255.31120074855,0.061830308281461285,0.01758585171358904,,,,,0.00019322724351025682,1.4482778416472764e-05,0.00547162391737914,358806.7651886041,501062.0763893527,1518.1110502472372,1899.3392726799007
